0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,-4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
8,-4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10,-8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
12,-8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
14,-4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
15,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
16,-4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,-8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
20,-8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
21,-4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
22,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
23,16,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
26,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
27,16,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
28,-4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
29,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
30,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
31,28,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
32,-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,-8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,-8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35,-4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
38,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
39,16,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
40,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
41,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
42,-4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
43,8,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
44,4,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
45,16,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
46,8,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
47,28,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
49,-4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
50,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
51,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
52,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
53,8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
54,16,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
55,28,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
56,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
57,16,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
58,16,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
59,28,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
60,16,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
61,28,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
62,28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
63,48,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
64,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,-8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
66,-8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
67,-4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
68,-8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
69,-4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
70,-4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
71,8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
72,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
73,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
74,-4,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
75,8,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
76,-4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
77,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
78,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
79,20,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
80,-8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
81,-12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
82,-4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
83,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
84,-12,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
85,-8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
86,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
87,12,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
88,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
89,8,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
90,8,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
91,20,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
92,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
93,12,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1
94,12,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
95,32,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
96,-8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
97,-12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
98,-12,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
99,-8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
